Date,County Code,County,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2024,33007,"Coos County, NH",0.2,0.2,.,.,.,.,.,.,.,.,.,.,.,.
2024,33011,"Hillsborough County, NH",0.1,0.2,.,.,.,.,.,.,.,.,.,.,.,.
2024,33015,"Rockingham County, NH",0.3,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,34003,"Bergen County, NJ",1.1,0.8,.,.,.,.,.,.,.,.,.,.,.,.
2024,34007,"Camden County, NJ",1.7,0.9,.,.,.,.,.,.,.,.,.,.,.,.
2024,34017,"Hudson County, NJ",1.7,1.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,34039,"Union County, NJ",2.2,1.5,.,.,.,.,.,.,.,.,.,.,.,.
2024,35001,"Bernalillo County, NM",2.1,1,.,.,.,0.066,.,.,.,.,.,.,.,.
2024,36001,"Albany County, NY",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2024,36005,"Bronx County, NY",1.4,1.1,.,.,0.11,0.069,.,.,.,.,.,.,.,.
2024,36013,"Chautauqua County, NY",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,36027,"Dutchess County, NY",.,.,.,.,0.1,0.072,.,.,.,.,.,.,.,.
2024,36029,"Erie County, NY",1.1,0.7,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2024,36031,"Essex County, NY",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,36041,"Hamilton County, NY",.,.,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2024,36045,"Jefferson County, NY",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2024,36055,"Monroe County, NY",1,0.5,.,.,.,.,.,.,.,.,.,.,.,.
2024,36061,"New York County, NY",1.7,0.9,.,.,0.1,0.07,.,.,.,.,.,.,.,.
2024,36063,"Niagara County, NY",.,.,.,.,.,0.063,.,.,.,.,.,.,.,.
2024,36067,"Onondaga County, NY",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2024,36075,"Oswego County, NY",.,.,.,.,0.06,0.055,.,.,.,.,.,.,.,.
2024,36079,"Putnam County, NY",.,.,.,.,0.1,0.075,.,.,.,.,.,.,.,.
2024,36081,"Queens County, NY",1.4,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,36085,"Richmond County, NY",.,.,.,.,0.09,0.065,.,.,.,.,.,.,.,.
2024,36087,"Rockland County, NY",.,.,.,.,0.1,0.072,.,.,.,.,.,.,.,.
2024,36091,"Saratoga County, NY",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2024,36101,"Steuben County, NY",0.4,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,36103,"Suffolk County, NY",0.6,0.4,.,.,0.1,0.07,.,.,.,.,.,.,.,.
2024,36117,"Wayne County, NY",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2024,36119,"Westchester County, NY",.,.,.,.,0.1,0.075,.,.,.,.,.,.,.,.
2024,37003,"Alexander County, NC",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2024,37021,"Buncombe County, NC",.,.,.,.,.,0.058,.,.,.,.,.,.,.,.
2024,37027,"Caldwell County, NC",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2024,37033,"Caswell County, NC",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2024,37063,"Durham County, NC",.,.,.,.,0.07,.,.,.,.,.,.,.,.,.
2024,37067,"Forsyth County, NC",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2024,37077,"Granville County, NC",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2024,37081,"Guilford County, NC",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2024,37087,"Haywood County, NC",.,.,.,.,0.06,.,.,.,.,.,.,.,.,.
2024,37101,"Johnston County, NC",.,.,.,.,.,.,.,.,.,.,.,.,.,.
2024,37107,"Lenoir County, NC",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,37117,"Martin County, NC",.,.,.,.,0.06,0.051,.,.,.,.,.,.,.,.
2024,37119,"Mecklenburg County, NC",1.6,1.2,.,.,0.09,0.071,.,.,.,.,.,.,.,.
2024,37129,"New Hanover County, NC",.,.,.,.,.,0.06,.,.,.,.,.,.,.,.
2024,37145,"Person County, NC",.,.,.,.,0.07,.,.,.,.,.,.,.,.,.
2024,37147,"Pitt County, NC",.,.,.,.,0.06,0.059,.,.,.,.,.,.,.,.
2024,37157,"Rockingham County, NC",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,37173,"Swain County, NC",.,.,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2024,37179,"Union County, NC",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2024,37183,"Wake County, NC",1.2,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,38007,"Billings County, ND",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2024,38013,"Burke County, ND",.,.,.,.,0.06,0.056,.,.,.,.,.,.,.,.
2024,38015,"Burleigh County, ND",0.9,0.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,38017,"Cass County, ND",.,.,.,.,0.06,0.054,.,.,.,.,.,.,.,.
2024,38025,"Dunn County, ND",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,38053,"McKenzie County, ND",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,38057,"Mercer County, ND",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2024,38065,"Oliver County, ND",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2024,38101,"Ward County, ND",.,.,.,.,0.07,0.054,.,.,.,.,.,.,.,.
2024,39003,"Allen County, OH",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2024,39007,"Ashtabula County, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,39017,"Butler County, OH",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2024,39023,"Clark County, OH",.,.,.,.,0.09,0.068,.,.,.,.,.,.,.,.
2024,39025,"Clermont County, OH",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2024,39027,"Clinton County, OH",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2024,39035,"Cuyahoga County, OH",3,1.5,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2024,39041,"Delaware County, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,39049,"Franklin County, OH",1.8,1.1,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2024,39055,"Geauga County, OH",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2024,39057,"Greene County, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,39061,"Hamilton County, OH",1.6,1.2,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2024,39081,"Jefferson County, OH",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2024,39083,"Knox County, OH",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,39085,"Lake County, OH",.,.,.,.,0.09,0.071,.,.,.,.,.,.,.,.
2024,39087,"Lawrence County, OH",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2024,39089,"Licking County, OH",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2024,39093,"Lorain County, OH",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,39095,"Lucas County, OH",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2024,39097,"Madison County, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,39099,"Mahoning County, OH",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2024,39103,"Medina County, OH",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,39109,"Miami County, OH",.,.,.,.,0.07,0.068,.,.,.,.,.,.,.,.
2024,39113,"Montgomery County, OH",.,.,.,.,0.09,0.072,.,.,.,.,.,.,.,.
2024,39133,"Portage County, OH",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,39135,"Preble County, OH",0.3,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,39151,"Stark County, OH",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2024,39153,"Summit County, OH",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2024,39155,"Trumbull County, OH",.,.,.,.,0.07,0.068,.,.,.,.,.,.,.,.
2024,39165,"Warren County, OH",.,.,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2024,39167,"Washington County, OH",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2024,39173,"Wood County, OH",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2024,40017,"Canadian County, OK",.,.,.,.,0.09,0.072,.,.,.,.,.,.,.,.
2024,40019,"Carter County, OK",.,.,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2024,40027,"Cleveland County, OK",.,.,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2024,40043,"Dewey County, OK",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2024,40067,"Jefferson County, OK",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2024,40109,"Oklahoma County, OK",1.9,1.4,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2024,40121,"Pittsburg County, OK",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2024,40123,"Pontotoc County, OK",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2024,40143,"Tulsa County, OK",1.2,0.7,.,.,0.09,0.071,.,.,.,.,.,.,.,.
2024,40147,"Washington County, OK",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2024,41051,"Multnomah County, OR",1.5,1.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,41067,"Washington County, OR",0.9,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2024,42001,"Adams County, PA",0.4,0.4,.,.,.,.,.,.,.,.,.,.,.,.
2024,42003,"Allegheny County, PA",8.3,4.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,42021,"Cambria County, PA",1.2,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,42049,"Erie County, PA",1,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2024,42069,"Lackawanna County, PA",1.9,1.5,.,.,.,.,.,.,.,.,.,.,.,.
2024,42101,"Philadelphia County, PA",1.7,1.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,44003,"Kent County, RI",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,44007,"Providence County, RI",1.5,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,44009,"Washington County, RI",.,.,.,.,0.09,0.068,.,.,.,.,.,.,.,.
2024,45003,"Aiken County, SC",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2024,45007,"Anderson County, SC",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2024,45015,"Berkeley County, SC",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2024,45019,"Charleston County, SC",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2024,45025,"Chesterfield County, SC",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2024,45031,"Darlington County, SC",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2024,45037,"Edgefield County, SC",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2024,45045,"Greenville County, SC",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2024,45051,"Horry County, SC",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2024,45079,"Richland County, SC",0.9,0.6,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2024,45083,"Spartanburg County, SC",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2024,45091,"York County, SC",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,46099,"Minnehaha County, SD",0.5,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,47009,"Blount County, TN",0.6,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,47037,"Davidson County, TN",1.6,1.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,47065,"Hamilton County, TN",.,.,.,.,0.09,0.07,.,.,.,.,.,.,.,.
2024,47093,"Knox County, TN",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2024,47155,"Sevier County, TN",.,.,.,.,.,0.061,.,.,.,.,.,.,.,.
2024,47157,"Shelby County, TN",0.9,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2024,48029,"Bexar County, TX",1.5,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,48113,"Dallas County, TX",1.5,1.2,.,.,.,.,.,.,.,.,.,.,.,.
2024,48141,"El Paso County, TX",2.9,1.2,.,.,.,.,.,.,.,.,.,.,.,.
2024,48201,"Harris County, TX",5.1,2.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,48309,"McLennan County, TX",0.7,0.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,48439,"Tarrant County, TX",1.5,1,.,.,.,.,.,.,.,.,.,.,.,.
2024,48453,"Travis County, TX",1.9,1.1,.,.,.,.,.,.,.,.,.,.,.,.
2024,48479,"Webb County, TX",2.9,1.4,.,.,.,.,.,.,.,.,.,.,.,.
2024,49007,"Carbon County, UT",.,.,.,.,0.08,.,.,.,.,.,.,.,.,.
2024,49019,"Grand County, UT",.,.,.,.,0.08,.,.,.,.,.,.,.,.,.
2024,49035,"Salt Lake County, UT",1.5,1.2,.,.,0.1,0.081,.,.,.,.,.,.,.,.
2024,49045,"Tooele County, UT",.,.,.,.,0.09,.,.,.,.,.,.,.,.,.
2024,49049,"Utah County, UT",1.2,0.8,.,.,0.09,0.073,.,.,.,.,.,.,.,.
2024,49057,"Weber County, UT",1.2,0.8,.,.,0.08,0.073,.,.,.,.,.,.,.,.
2024,50007,"Chittenden County, VT",0,0,.,.,.,.,.,.,.,.,.,.,.,.
2024,50021,"Rutland County, VT",1.8,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2024,51003,"Albemarle County, VA",.,.,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2024,51013,"Arlington County, VA",1.2,0.9,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2024,51033,"Caroline County, VA",.,.,.,.,0.07,0.054,.,.,.,.,.,.,.,.
2024,51036,"Charles County, VA",.,.,.,.,0.07,0.054,.,.,.,.,.,.,.,.
2024,51041,"Chesterfield County, VA",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2024,51059,"Fairfax County, VA",1.2,0.9,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,51061,"Fauquier County, VA",.,.,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2024,51069,"Frederick County, VA",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2024,51085,"Hanover County, VA",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2024,51087,"Henrico County, VA",1.6,0.7,.,.,.,0.06,.,.,.,.,.,.,.,.
2024,51107,"Loudoun County, VA",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2024,51153,"Prince William County, VA",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2024,51161,"Roanoke County, VA",0.7,0.5,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2024,51163,"Rockbridge County, VA",.,.,.,.,0.06,0.055,.,.,.,.,.,.,.,.
2024,51165,"Rockingham County, VA",.,.,.,.,0.06,0.06,.,.,.,.,.,.,.,.
2024,51179,"Stafford County, VA",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2024,51197,"Wythe County, VA",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2024,51650,"Hampton City, VA",0.5,0.4,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2024,51710,"Norfolk City, VA",0.5,0.4,.,.,.,.,.,.,.,.,.,.,.,.
2024,51760,"Richmond City, VA",1.2,1.1,.,.,.,.,.,.,.,.,.,.,.,.
2024,51800,"Suffolk City, VA",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2024,53009,"Clallam County, WA",0.1,0.1,.,.,.,.,.,.,.,.,.,.,.,.
2024,53033,"King County, WA",0.7,0.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,54029,"Hancock County, WV",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2024,54039,"Kanawha County, WV",1.2,0.8,.,.,.,.,.,.,.,.,.,.,.,.
2024,54069,"Ohio County, WV",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2024,55027,"Dodge County, WI",0.3,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,55059,"Kenosha County, WI",0.4,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,55079,"Milwaukee County, WI",1.4,0.7,.,.,.,.,.,.,.,.,.,.,.,.
2024,56001,"Albany County, WY",.,.,.,.,0.08,.,.,.,.,.,.,.,.,.
2024,56009,"Converse County, WY",0.2,0.2,.,.,.,.,.,.,.,.,.,.,.,.
2024,56021,"Laramie County, WY",0.3,0.3,.,.,.,.,.,.,.,.,.,.,.,.
2024,56039,"Teton County, WY",0.4,0.4,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2024,72021,"Bayamon Municipio, PR",0.9,0.6,.,.,.,.,.,.,.,.,.,.,.,.
2024,72025,"Caguas Municipio, PR",3.6,0.9,.,.,.,.,.,.,.,.,.,.,.,.
2024,72113,"Ponce Municipio, PR",1.3,0.5,.,.,.,.,.,.,.,.,.,.,.,.
